Emotions,Percent954275131
disgust,0.02842452668119222
scared,5.49597330391407
happy,18.434546887874603
sad,38.89051675796509
surprised,0.48313052393496037
neutral,27.687668800354004
angry,11.133699119091034
disgust,0.10185940191149712
scared,10.47055572271347
happy,13.413271307945251
sad,5.712182447314262
surprised,18.21659952402115
neutral,40.95182418823242
angry,6.062696129083633
disgust,0.7940866984426975
scared,10.112132877111435
happy,64.13130164146423
sad,7.306306064128876
surprised,4.639826714992523
neutral,6.953641772270203
angry,10.905302315950394
disgust,0.01006280945148319
scared,4.774349555373192
happy,23.879416286945343
sad,47.51667380332947
surprised,0.05777904880233109
neutral,12.856419384479523
angry,3.589702770113945
disgust,0.008743350917939097
scared,11.76859363913536
happy,6.551233679056168
sad,6.091802194714546
surprised,25.443753600120544
neutral,46.54616713523865
angry,3.4902557730674744
disgust,0.005638348375214264
scared,10.148544609546661
happy,5.1509760320186615
sad,3.999047726392746
surprised,33.22664201259613
neutral,43.978893756866455
angry,4.01119589805603
disgust,0.0030486828109133057
scared,13.689708709716797
happy,5.235027894377708
sad,4.101232811808586
surprised,22.64370620250702
neutral,50.3160834312439
angry,8.005145937204361
disgust,0.042628723895177245
scared,13.425526022911072
happy,38.563886284828186
sad,11.436973512172699
surprised,10.222910344600677
neutral,18.302924931049347
angry,10.272922366857529
disgust,0.08806039695627987
scared,13.382789492607117
happy,36.14141643047333
sad,10.916995257139206
surprised,9.986605495214462
neutral,19.211210310459137
angry,11.077365279197693
disgust,0.026697723660618067
scared,14.893238246440887
happy,10.104510188102722
sad,20.741376280784607
surprised,4.075522348284721
neutral,39.08129036426544
angry,13.597521185874939
disgust,0.09843653533607721
scared,12.91722059249878
happy,15.57980477809906
sad,24.744650721549988
surprised,1.7454588785767555
neutral,31.316903233528137
angry,9.258513152599335
disgust,0.05575097166001797
scared,10.506998747587204
happy,11.002203077077866
sad,25.514480471611023
surprised,1.8419230356812477
neutral,41.82012975215912
angry,6.12020380795002
disgust,0.010857493180083111
scared,4.222157597541809
happy,26.621362566947937
sad,38.715729117393494
surprised,0.7731051649898291
neutral,23.53658527135849
angry,15.238218009471893
disgust,0.041215456440113485
scared,22.863182425498962
happy,9.190809726715088
sad,20.560087263584137
surprised,4.076779261231422
neutral,28.029704093933105
angry,20.23555040359497
disgust,0.05020172102376819
scared,25.93158185482025
happy,10.749176144599915
sad,18.114475905895233
surprised,5.2674550563097
neutral,19.65157389640808
angry,18.85431855916977
disgust,0.03293937770649791
scared,25.341618061065674
happy,10.23564413189888
sad,21.453382074832916
surprised,5.4685078561306
neutral,18.613596260547638
angry,12.139323353767395
disgust,0.0657598371617496
scared,35.886454582214355
happy,8.921916037797928
sad,19.71159130334854
surprised,18.18222850561142
neutral,5.0927236676216125
angry,12.786276638507843
disgust,0.05973356310278177
scared,22.39181697368622
happy,6.619209796190262
sad,17.948268353939056
surprised,33.97809863090515
neutral,6.21660016477108
angry,12.10041269659996
disgust,0.15191559214144945
scared,22.769328951835632
happy,8.977171033620834
sad,27.70373523235321
surprised,21.552999317646027
neutral,6.74443319439888
angry,8.719978481531143
disgust,0.09373663342557847
scared,26.21208429336548
happy,5.041530355811119
sad,12.556608021259308
surprised,41.95839762687683
neutral,5.417674779891968
angry,3.4563209861516953
disgust,0.004642163548851386
scared,6.249124184250832
happy,17.34061688184738
sad,43.93850862979889
surprised,0.50324029289186
neutral,28.507548570632935
angry,9.087307006120682
disgust,0.09751237230375409
scared,44.97472941875458
happy,4.76016066968441
sad,17.832832038402557
surprised,19.512122869491577
neutral,3.735331818461418
angry,17.093895375728607
disgust,0.24669477716088295
scared,46.40275835990906
happy,2.5662923231720924
sad,15.704086422920227
surprised,13.617785274982452
neutral,4.368484765291214
angry,10.906052589416504
disgust,0.013700177078135312
scared,25.409293174743652
happy,1.2829769402742386
sad,41.08936786651611
surprised,9.199288487434387
neutral,12.09932491183281
angry,6.199563667178154
disgust,0.0018836975868907757
scared,6.310752779245377
happy,13.352197408676147
sad,58.45920443534851
surprised,0.7809244096279144
neutral,14.895477890968323
angry,9.654954075813293
disgust,0.01056384135154076
scared,7.704577594995499
happy,27.797091007232666
sad,44.48784291744232
surprised,0.7688858546316624
neutral,9.576094150543213
angry,5.697982758283615
disgust,0.0018738503058557399
scared,5.539413541555405
happy,17.992857098579407
sad,43.71024668216705
surprised,2.21285130828619
neutral,24.844777584075928
angry,3.686274215579033
disgust,0.03947307413909584
scared,5.9666551649570465
happy,23.347175121307373
sad,47.218045592308044
surprised,0.8488129824399948
neutral,18.893559277057648
angry,2.294585667550564
disgust,0.005055594374425709
scared,8.927012979984283
happy,24.00055229663849
sad,20.60188204050064
surprised,0.9650471620261669
neutral,43.20586025714874
angry,3.1940922141075134
disgust,0.015979513409547508
scared,6.1453524976968765
happy,25.68686306476593
sad,37.792789936065674
surprised,0.9700910188257694
neutral,26.19483172893524
angry,7.155444473028183
disgust,0.4489277955144644
scared,8.053575456142426
happy,28.556039929389954
sad,18.520252406597137
surprised,0.06206252728588879
neutral,37.20369040966034
angry,6.333442032337189
disgust,0.003368211764609441
scared,18.86153370141983
happy,3.4420419484376907
sad,55.0933837890625
surprised,4.429254308342934
neutral,11.836980283260345
angry,3.40990386903286
disgust,0.05927615566179156
scared,12.750208377838135
happy,17.775045335292816
sad,33.81308317184448
surprised,2.0045483484864235
neutral,30.187934637069702
angry,4.963626340031624
disgust,0.005454699567053467
scared,33.43763053417206
happy,9.622276574373245
sad,31.95652663707733
surprised,11.150313913822174
neutral,8.86417031288147
angry,11.659538745880127
disgust,0.054229318629950285
scared,41.95117950439453
happy,3.4865938127040863
sad,26.004162430763245
surprised,10.612679272890091
neutral,6.2316253781318665
angry,8.440116047859192
disgust,0.012801300908904523
scared,4.0790848433971405
happy,28.464487195014954
sad,36.096057295799255
surprised,1.5885991975665092
neutral,21.318861842155457
angry,7.019942253828049
disgust,0.048097173566929996
scared,36.38690412044525
happy,3.497956320643425
sad,25.47910511493683
surprised,22.251802682876587
neutral,5.316189676523209
angry,6.806346029043198
disgust,0.003820992787950672
scared,5.008302628993988
happy,19.261354207992554
sad,40.651339292526245
surprised,0.9921398013830185
neutral,27.276691794395447
angry,4.788323491811752
disgust,0.0805409625172615
scared,42.30909049510956
happy,6.304502487182617
sad,17.15409755706787
surprised,25.654253363609314
neutral,3.70919369161129
angry,7.636898756027222
disgust,0.21947994828224182
scared,38.06593120098114
happy,6.897310167551041
sad,17.68799126148224
surprised,25.998887419700623
neutral,3.493504226207733
angry,5.1237523555755615
disgust,0.0005742377197748283
scared,4.788320884108543
happy,22.322946786880493
sad,41.683581471443176
surprised,0.3140715416520834
neutral,25.76676309108734
angry,9.549788385629654
disgust,0.15813758363947272
scared,28.925523161888123
happy,3.966004401445389
sad,21.114133298397064
surprised,31.39658272266388
neutral,4.889833927154541
angry,9.111019968986511
disgust,0.17102209385484457
scared,42.07677245140076
happy,3.983839973807335
sad,13.741958141326904
surprised,24.353033304214478
neutral,6.562355160713196
angry,9.335659444332123
disgust,0.6865532137453556
scared,31.274637579917908
happy,6.085795536637306
sad,11.112858355045319
surprised,36.06920838356018
neutral,5.435285344719887
angry,3.589671105146408
disgust,0.8228705264627934
scared,21.16910070180893
happy,11.253860592842102
sad,10.207351297140121
surprised,50.37207007408142
neutral,2.5850754231214523
angry,4.401012510061264
disgust,0.41225049644708633
scared,26.992899179458618
happy,11.328625679016113
sad,10.706895589828491
surprised,42.423850297927856
neutral,3.734463080763817
angry,7.0665642619133
disgust,0.004734954563900828
scared,3.9624888449907303
happy,37.07078695297241
sad,32.6036810874939
surprised,0.4866078030318022
neutral,18.805140256881714
angry,6.733222305774689
disgust,0.4840534646064043
scared,33.4733247756958
happy,4.300496354699135
sad,9.941179305315018
surprised,40.29622673988342
neutral,4.771498590707779
angry,5.975635349750519
disgust,0.4979175515472889
scared,21.780800819396973
happy,10.420724749565125
sad,18.912698328495026
surprised,34.91913378238678
neutral,7.493098825216293
angry,13.042786717414856
disgust,0.7336452137678862
scared,24.258778989315033
happy,8.520151674747467
sad,17.420630156993866
surprised,25.691914558410645
neutral,10.332099348306656
angry,10.0736103951931
disgust,0.6747680716216564
scared,20.466046035289764
happy,13.683314621448517
sad,15.491795539855957
surprised,31.02695345878601
neutral,8.583509176969528
angry,12.258301675319672
disgust,0.7163502275943756
scared,16.36393666267395
happy,5.990639701485634
sad,13.371898233890533
surprised,34.63689982891083
neutral,16.661977767944336
angry,7.342289388179779
disgust,0.5933556705713272
scared,23.054635524749756
happy,12.411707639694214
sad,12.99106478691101
surprised,33.62129032611847
neutral,9.985657036304474
angry,8.649812638759613
disgust,0.011084631842095405
scared,5.6286245584487915
happy,17.630615830421448
sad,31.623679399490356
surprised,1.8522275611758232
neutral,34.60395336151123
angry,11.094585061073303
disgust,1.4052534475922585
scared,20.87932676076889
happy,13.369740545749664
sad,16.876396536827087
surprised,25.94415843486786
neutral,10.430540144443512
angry,6.752564013004303
disgust,0.7748441305011511
scared,19.364017248153687
happy,12.442713975906372
sad,15.255042910575867
surprised,34.091031551361084
neutral,11.319797486066818
angry,7.085158675909042
disgust,1.7363781109452248
scared,29.545041918754578
happy,21.75656408071518
sad,20.213288068771362
surprised,8.277785778045654
neutral,11.385785788297653
angry,11.577991396188736
